Feature1,Feature2,Label
3.496714153011233,3.9261775475316414,0.0
2.861735698828815,4.9094166404701305,0.0
3.6476885381006925,1.6014324261808588,0.0
4.523029856408026,3.562969236690571,0.0
2.765846625276664,2.349357430878173,0.0
2.7658630430508193,2.5128746162353037,0.0
4.5792128155073915,2.407606075761131,0.0
3.767434729152909,2.136009230320184,0.0
2.530525614065048,3.048521627944827,0.0
3.5425600435859645,2.1690498835889622,0.0
2.5365823071875377,3.270456825779839,0.0
2.534270246429743,2.949761890550863,0.0
3.241962271566034,2.7610519531335904,0.0
1.086719755342202,2.092436337958402,0.0
1.2750821674869672,2.4232286694316674,0.0
2.437712470759027,3.755391225825756,0.0
1.9871688796655762,3.5009171876243808,0.0
3.314247332595274,2.022444755201449,0.0
2.091975924478789,3.099332305429226,0.0
1.5876962986647085,3.751387123371789,0.0
4.465648768921554,1.3305947188786282,0.0
2.774223699513464,3.543360192379935,0.0
3.0675282046879238,2.3373762410541534,0.0
1.5752518137865432,3.5705986685931594,0.0
2.4556172754748173,2.236740843457483,0.0
3.1109225897098662,1.195117899335481,0.0
1.8490064225776972,1.3724575621168373,0.0
3.375698018345672,3.048084946661382,0.0
2.3993613100811952,3.2597225017214817,0.0
2.708306250206723,2.095683374895591,0.0
2.398293387770603,3.638592458777374,0.0
4.852278184508938,1.3384799377310401,0.0
2.986502775262066,2.9339202013526835,0.0
1.9422890710440996,1.7889838002375433,0.0
3.822544912103189,2.348163892197841,0.0
1.7791563500289778,3.047398671316414,0.0
3.2088635950047553,2.1395866347160477,0.0
1.0403298761202244,2.6154444557701746,0.0
1.6718139511015695,4.0062928092144405,0.0
3.1968612358691235,2.423108130476851,0.0
3.7384665799954107,3.835692112065142,0.0
3.1713682811899706,1.870293145342382,0.0
2.8843517176117595,3.529804177915283,0.0
2.6988963044107113,4.4415686206579,0.0
1.5214780096325726,0.5283554998727107,0.0
2.2801557916052912,2.203104744529523,0.0
2.5393612290402126,3.57707212718054,0.0
4.057122226218915,2.7969546139570074,0.0
3.3436182895684614,3.371145873371309,0.0
1.236959844637266,2.3960148132841796,0.0
3.324083969394795,3.0865897874729,0.0
2.6149177195836835,2.8443227646079206,0.0
2.3230779996940414,4.167782061659807,0.0
3.6116762888408678,3.254420843301213,0.0
4.030999522495951,3.337602662075202,0.0
3.931280119116199,2.5881230338775327,0.0
2.1607824767773613,2.5123937759275066,0.0
2.6907876241487854,2.567441812180379,0.0
3.331263431403564,3.394452142378297,0.0
3.975545127122359,2.579015519179737,0.0
2.52082576215471,3.289774856896413,0.0
2.814341023336183,5.075400798645439,0.0
1.8936650259939718,3.8711247034316925,0.0
1.8037933759193292,2.673976467832159,0.0
3.812525822394198,4.201213922163944,0.0
4.356240028570823,2.5919246269784484,0.0
2.927989878419666,0.9618754648221461,0.0
4.003532897892024,1.991913689082596,0.0
3.361636025047634,1.1292080789741443,0.0
2.3548802453948756,2.6484865159586914,0.0
3.361395605508414,3.018418379189552,0.0
4.538036566465969,4.676437312275283,0.0
2.9641739608900486,3.3269273737641627,0.0
4.564643655814006,2.7808994711911357,0.0
0.38025489591025563,3.8294055811834893,0.0
3.821902504375224,0.7888646909921149,0.0
3.087047068238171,3.235614558108566,0.0
2.7009926495341325,3.7708651938869666,0.0
3.0917607765355024,1.5214137542201585,0.0
1.0124310853991072,4.143754043206929,0.0
2.780328112162488,3.3384964074944143,0.0
3.3571125715117462,2.5847120860991986,0.0
4.477894044741516,3.632781866106285,0.0
2.4817297817263526,5.270692857804396,0.0
2.1915063971068123,3.181866255058495,0.0
2.4982429564154636,3.248220586300336,0.0
3.915402117702074,2.5406391004597557,0.0
3.3287511096596845,2.1501556305352083,0.0
2.470239796232961,3.8303358165442454,0.0
3.513267433113356,2.1439161740911326,0.0
3.0970775493480405,3.0715662372193924,0.0
3.9686449905328893,2.5223425532348833,0.0
2.2979469061226476,3.478979825746392,0.0
2.6723378534022317,3.3336621052869484,0.0
2.6078918468678425,4.037539944257899,0.0
1.5364850518678814,2.489983601145253,0.0
3.296120277064576,2.7301250647066286,0.0
3.261055272179889,2.0212362842176925,0.0
3.005113456642461,2.555706739923888,0.0
2.765412866624853,3.377300493044852,0.0
1.5846292579495858,3.756988616645352,0.0
2.579354677234641,2.0778346758223747,0.0
2.6572854834732307,3.86960592010566,0.0
2.197722730778381,4.3556378588049505,0.0
2.838714288333991,3.413434903223701,0.0
3.4040508568145382,4.876795812558066,0.0
4.88618590121053,2.226210800896427,0.0
3.174577812831839,1.755345296688583,0.0
3.2575503907227645,1.2212797510957214,0.0
2.925554084233833,4.496044311489183,0.0
1.0812287847009585,3.6543656563540576,0.0
2.9734861245507833,2.9444153290895447,0.0
3.0602302099410266,3.2799686263198202,0.0
5.463242112485286,1.8745109527016235,0.0
2.8076390352188776,5.445751979616826,0.0
3.3015473423336124,3.1292211819752276,0.0
2.9652882302947567,3.109394794604893,0.0
1.831321962380468,3.725766623898692,0.0
4.1428228145150205,3.481009231736713,0.0
3.7519330326867744,3.2238840242791316,0.0
3.791031947043047,2.209525544554688,0.0
2.090612545205261,3.4714683571359957,0.0
4.402794310936099,4.882024496475034,0.0
1.5981489372077191,4.3454200461549775,0.0
3.5868570938002704,4.5931866266393975,0.0
5.190455625809978,2.4887843235688147,0.0
2.0094636748693118,2.010395179741419,0.0
2.433702270397228,2.874213079900352,0.0
3.099651365087641,3.0557249122886945,0.0
2.4965243458838007,4.094191518470948,0.0
1.4493365689338673,1.3075353702851806,0.0
3.0685629748060275,4.529550319460614,0.0
1.9376962862738951,2.8419921014210106,0.0
3.4735924306351817,2.57311893005258,0.0
2.0805757657661967,1.9878956247398325,0.0
4.54993440501754,1.3451433281342307,0.0
2.216746707663763,3.8231705839619146,0.0
2.6779384837943243,3.073317967188404,0.0
3.81351721736967,1.7100391002589461,0.0
1.7691356835660448,1.704921227936384,0.0
3.2274599346041293,2.6642153007098717,0.0
4.307142754282428,4.669021525289393,0.0
1.3925167654387725,2.740408648636395,0.0
3.184633858532304,1.4968570468818938,0.0
3.2598827942484236,2.754256935914056,0.0
3.7818228717773104,2.7272764302523296,0.0
1.763049289121918,0.30311335705842835,0.0
1.6795433869157237,2.9457051334821878,0.0
3.5219415656168978,2.769065469791322,0.0
3.2969846732331862,3.6962063648134182,0.0
3.2504928503458768,4.848956094945345,0.0
3.346448209496976,4.126565029547757,0.0
2.3199752784215093,2.7311113094451693,0.0
3.2322536971610036,1.8934740912583297,0.0
3.293072473298681,5.57335980324986,0.0
2.285648581973632,3.0592184340144883,0.0
4.865774511144757,3.0139292919129463,0.0
3.4738329209117875,2.9758749128899966,0.0
1.8086965027973514,3.198084760767855,0.0
3.6565536086338297,2.8556395880760577,0.0
2.0253183297726784,2.4263379931197635,0.0
3.787084603742452,2.453141058759608,0.0
4.158595579007404,2.9672467297840015,0.0
2.1793176816482895,2.4565752288662352,0.0
3.9633761292443217,2.2871542173228354,0.0
3.4127809269364984,3.106430227691897,0.0
3.82206015999449,2.7450227825791447,0.0
4.896792982653947,4.503992988582689,0.0
2.7546118839971294,0.349030191606988,0.0
2.2462638356425106,4.091506851922462,0.0
2.1104855703744767,4.246085192497629,0.0
2.1841897150345617,0.9266097675918505,0.0
2.922898290585896,2.6573124059196513,0.0
3.341151974816644,2.6285591340042087,0.0
3.276690799330019,1.5924883052821788,0.0
3.8271832490360236,2.2221833124091246,0.0
3.013001891877907,1.8894241545341712,0.0
4.453534077157316,4.7522704434236225,0.0
2.735343166762044,3.935678393147461,0.0
5.720169166589619,4.2715550949941585,0.0
3.625667347765006,3.721672064043235,0.0
2.1428424435837172,1.8709482287827708,0.0
1.9291075019388877,2.4754797337202263,0.0
3.482472415243185,3.489374561227918,0.0
2.776537214674149,1.7778721911080546,0.0
